project,review_number,diff_density_design,diff_diversity_design,diff_density_impl,diff_diversity_impl,number_revisions,status,is_rebase,pattern_density_design,pattern_density_impl,pattern_diversity_design,pattern_diversity_impl
jgit,6716,-9,-9,-41,-32,8,MERGED,yes,positive,positive,positive,positive
jgit,6772,-19,-19,-127,-68,1,MERGED,undefined,positive,positive,positive,positive
jgit,6774,2,2,0,0,2,MERGED,yes,negative,invariant,negative,invariant
jgit,6776,4,4,31,11,6,MERGED,yes,negative,negative,negative,negative
jgit,6786,-181,-181,-2761,-864,1,MERGED,undefined,positive,positive,positive,positive
jgit,6878,2,2,30,10,2,MERGED,yes,negative,negative,negative,negative
jgit,6953,-10,-10,-64,-32,1,MERGED,undefined,positive,positive,positive,positive
jgit,6978,2,2,19,15,1,MERGED,undefined,negative,negative,negative,negative
jgit,6979,1,1,101,18,2,MERGED,undefined,negative,negative,negative,negative
jgit,6996,-3,-3,-101,-27,1,MERGED,undefined,positive,positive,positive,positive
jgit,7096,-18,-18,-338,-144,5,MERGED,yes,positive,positive,positive,positive
jgit,7115,-2,-2,-13,-6,4,MERGED,yes,positive,positive,positive,positive
jgit,7116,-30,-30,-237,-119,3,MERGED,yes,positive,positive,positive,positive
jgit,7117,-25,-25,-146,-85,3,MERGED,yes,positive,positive,positive,positive
jgit,7118,-35,-35,-219,-110,2,MERGED,undefined,positive,positive,positive,positive
jgit,7191,-19,-19,-167,-75,4,MERGED,yes,positive,positive,positive,positive
jgit,7200,-44,-44,-308,-152,2,MERGED,yes,positive,positive,positive,positive
jgit,7211,-41,-41,-299,-150,2,MERGED,undefined,positive,positive,positive,positive
jgit,7213,-3,-3,-39,-23,1,MERGED,undefined,positive,positive,positive,positive
jgit,7222,-36,-36,-243,-120,3,MERGED,yes,positive,positive,positive,positive
jgit,7230,-34,-34,-228,-110,2,MERGED,yes,positive,positive,positive,positive
jgit,7231,-28,-28,-196,-97,4,MERGED,yes,positive,positive,positive,positive
jgit,7238,1,1,-23,-12,4,MERGED,undefined,negative,positive,negative,positive
jgit,7259,-9,-9,17,-11,2,MERGED,yes,positive,negative,positive,positive
jgit,7268,-9,-9,-11,1,3,MERGED,yes,positive,positive,positive,negative
jgit,7275,-12,-12,-37,-22,4,MERGED,yes,positive,positive,positive,positive
jgit,7283,-86,-86,-850,-399,2,MERGED,yes,positive,positive,positive,positive
jgit,7284,-65,-65,-632,-288,2,MERGED,yes,positive,positive,positive,positive
jgit,7285,-63,-63,-677,-301,2,MERGED,yes,positive,positive,positive,positive
jgit,7294,-151,-151,-2426,-744,3,MERGED,yes,positive,positive,positive,positive
jgit,7327,-1,-1,8,5,1,MERGED,undefined,positive,negative,positive,negative
jgit,7328,0,0,-8,-5,1,MERGED,undefined,invariant,positive,invariant,positive
jgit,7347,-1,-1,-10,-7,3,MERGED,yes,positive,positive,positive,positive
jgit,7390,3,3,11,8,3,MERGED,yes,negative,negative,negative,negative
jgit,7423,-16,-16,-143,-64,1,MERGED,undefined,positive,positive,positive,positive
jgit,7520,-164,-164,-2553,-793,2,MERGED,undefined,positive,positive,positive,positive
jgit,7566,16,16,155,54,4,MERGED,yes,negative,negative,negative,negative
jgit,7567,-7,-7,61,-4,5,MERGED,yes,positive,negative,positive,positive
jgit,7569,-28,-28,-468,-191,8,MERGED,yes,positive,positive,positive,positive
jgit,7614,-155,-155,-2222,-676,6,MERGED,yes,positive,positive,positive,positive
jgit,7631,-134,-134,-1014,-506,9,MERGED,yes,positive,positive,positive,positive
jgit,7680,-14,-14,-68,-42,4,MERGED,undefined,positive,positive,positive,positive
jgit,7687,-117,-117,-2251,-651,3,MERGED,yes,positive,positive,positive,positive
jgit,7723,-524,-521,-3089,-1606,2,MERGED,undefined,positive,positive,positive,positive
jgit,7735,5,5,45,16,3,MERGED,yes,negative,negative,negative,negative
jgit,7762,-9,-9,-124,-55,2,MERGED,yes,positive,positive,positive,positive
jgit,7769,-45,-45,-280,-123,2,MERGED,undefined,positive,positive,positive,positive
jgit,7770,6,6,73,10,3,MERGED,yes,negative,negative,negative,negative
jgit,7771,10,10,112,54,5,MERGED,yes,negative,negative,negative,negative
jgit,7779,-52,-52,-281,-134,6,MERGED,yes,positive,positive,positive,positive
jgit,7783,-164,-164,-1139,-566,3,MERGED,undefined,positive,positive,positive,positive
jgit,7790,-44,-44,-231,-101,3,MERGED,yes,positive,positive,positive,positive
jgit,7793,-60,-60,-398,-192,1,MERGED,undefined,positive,positive,positive,positive
jgit,7794,1,1,13,11,1,MERGED,undefined,negative,negative,negative,negative
jgit,7795,-3,-3,-21,-17,4,MERGED,undefined,positive,positive,positive,positive
jgit,7818,-58,-58,-404,-189,1,MERGED,undefined,positive,positive,positive,positive
jgit,7830,5,5,-6195,-2653,2,MERGED,undefined,negative,positive,negative,positive
jgit,7846,-1,-1,-45,-18,1,MERGED,undefined,positive,positive,positive,positive
jgit,7847,-2,-2,7,2,1,MERGED,undefined,positive,negative,positive,negative
jgit,7850,0,0,8,9,1,MERGED,undefined,invariant,negative,invariant,negative
jgit,7851,-1,-1,33,6,1,MERGED,undefined,positive,negative,positive,negative
jgit,7880,-22,-22,-227,-95,2,MERGED,yes,positive,positive,positive,positive
jgit,7881,-79,-79,-519,-255,5,MERGED,yes,positive,positive,positive,positive
jgit,7882,-110,-110,-797,-418,5,MERGED,yes,positive,positive,positive,positive
jgit,7883,-86,-86,-709,-367,2,MERGED,yes,positive,positive,positive,positive
jgit,7884,-22,-22,-183,-79,5,MERGED,yes,positive,positive,positive,positive
jgit,7887,-102,-102,-721,-373,1,MERGED,undefined,positive,positive,positive,positive
jgit,7888,-2,-2,-5,-4,1,MERGED,undefined,positive,positive,positive,positive
jgit,7889,2,2,-5,-5,1,MERGED,undefined,negative,positive,negative,positive
jgit,7891,-2,-2,4,2,1,MERGED,undefined,positive,negative,positive,negative
jgit,7892,2,2,46,10,1,MERGED,undefined,negative,negative,negative,negative
jgit,7909,0,0,-39,-10,6,MERGED,yes,invariant,positive,invariant,positive
jgit,7910,-24,-24,-198,-97,2,MERGED,yes,positive,positive,positive,positive
jgit,7917,-20,-20,-208,-99,1,MERGED,undefined,positive,positive,positive,positive
jgit,7925,0,0,4,2,2,MERGED,yes,invariant,negative,invariant,negative
jgit,7935,-2,-2,-16,-4,2,MERGED,undefined,positive,positive,positive,positive
jgit,7938,6,6,58,29,10,MERGED,yes,negative,negative,negative,negative
jgit,7939,-460,-457,-3257,-1639,17,MERGED,yes,positive,positive,positive,positive
jgit,7940,-493,-490,-3685,-1762,18,MERGED,yes,positive,positive,positive,positive
jgit,7941,-503,-500,-3745,-1804,18,MERGED,yes,positive,positive,positive,positive
jgit,7942,-500,-497,-3704,-1780,21,MERGED,yes,positive,positive,positive,positive
jgit,7956,2,2,-7,0,2,MERGED,undefined,negative,positive,negative,invariant
jgit,8071,-3,-3,-9,-1,7,MERGED,yes,positive,positive,positive,positive
jgit,8072,-39,-39,-149,-98,2,MERGED,undefined,positive,positive,positive,positive
jgit,8076,3,3,0,-1,2,MERGED,yes,negative,invariant,negative,positive
jgit,8077,-3,-3,1,1,2,MERGED,yes,positive,negative,positive,negative
jgit,8079,-11,-11,-60,-37,3,MERGED,yes,positive,positive,positive,positive
jgit,8113,5,5,19,9,26,MERGED,yes,negative,negative,negative,negative
jgit,8191,-490,-487,-3639,-1752,1,MERGED,undefined,positive,positive,positive,positive
jgit,8193,5,5,-26,-15,1,MERGED,undefined,negative,positive,negative,positive
jgit,8255,5,5,-6247,-2667,2,MERGED,undefined,negative,positive,negative,positive
jgit,8259,-4,-4,-32,-17,2,MERGED,undefined,positive,positive,positive,positive
jgit,8261,8,8,22,18,1,MERGED,undefined,negative,negative,negative,negative
jgit,8297,-2,-2,15,1,2,MERGED,yes,positive,negative,positive,negative
jgit,8322,2,2,-6277,-2687,1,MERGED,undefined,negative,positive,negative,positive
jgit,8323,0,0,24,16,2,MERGED,yes,invariant,negative,invariant,negative
jgit,8345,-21,-21,-345,-191,11,MERGED,yes,positive,positive,positive,positive
jgit,8354,-112,-112,-731,-381,6,MERGED,yes,positive,positive,positive,positive
jgit,8372,-405,-402,-3158,-1506,1,MERGED,undefined,positive,positive,positive,positive
jgit,8386,-30,-30,-287,-171,1,MERGED,undefined,positive,positive,positive,positive
jgit,8387,-4,-4,-3,-5,2,MERGED,yes,positive,positive,positive,positive
jgit,8388,-1,-1,-95,-24,2,MERGED,yes,positive,positive,positive,positive
jgit,8394,-3,-3,-118,-37,3,MERGED,yes,positive,positive,positive,positive
jgit,8395,-35,-35,-280,-131,6,MERGED,yes,positive,positive,positive,positive
jgit,8402,-29,-29,-229,-111,1,MERGED,undefined,positive,positive,positive,positive
jgit,8416,-6,-6,-18,-15,2,MERGED,yes,positive,positive,positive,positive
jgit,8420,2,2,20,10,3,MERGED,yes,negative,negative,negative,negative
jgit,8467,-40,-40,-198,-116,2,MERGED,undefined,positive,positive,positive,positive
jgit,8480,-1,-1,-6,-9,3,MERGED,undefined,positive,positive,positive,positive
jgit,8490,1,1,89,20,2,MERGED,undefined,negative,negative,negative,negative
jgit,8512,-39,-39,-284,-133,3,MERGED,yes,positive,positive,positive,positive
jgit,8598,-1,-1,0,0,1,MERGED,undefined,positive,invariant,positive,invariant
jgit,8632,2,2,-22,-11,4,MERGED,yes,negative,positive,negative,positive
jgit,8633,-8,-8,-39,-27,2,MERGED,yes,positive,positive,positive,positive
jgit,8634,-5,-5,-40,-28,1,MERGED,undefined,positive,positive,positive,positive
jgit,8696,0,0,5,5,1,MERGED,undefined,invariant,negative,invariant,negative
jgit,8703,-3,-3,-30,-19,3,MERGED,yes,positive,positive,positive,positive
jgit,8708,-24,-24,-277,-126,2,MERGED,yes,positive,positive,positive,positive
jgit,8730,-18,-18,-33,-21,2,MERGED,yes,positive,positive,positive,positive
jgit,8733,-75,-75,-488,-231,5,MERGED,yes,positive,positive,positive,positive
jgit,8746,-43,-43,-296,-136,2,MERGED,yes,positive,positive,positive,positive
jgit,8753,0,0,-1,-1,2,MERGED,undefined,invariant,positive,invariant,positive
jgit,8851,269,266,-4294,-1724,4,MERGED,yes,negative,positive,negative,positive
jgit,8853,-277,-274,-2051,-1003,1,MERGED,undefined,positive,positive,positive,positive
jgit,8878,2,2,38,21,1,MERGED,undefined,negative,negative,negative,negative
jgit,8880,-277,-274,-2054,-1004,2,MERGED,yes,positive,positive,positive,positive
jgit,8927,-276,-273,-2056,-1006,1,MERGED,undefined,positive,positive,positive,positive
jgit,8928,-1,-1,0,0,3,MERGED,undefined,positive,invariant,positive,invariant
jgit,8989,0,0,0,0,2,MERGED,yes,invariant,invariant,invariant,invariant
jgit,8991,3,3,63,34,5,MERGED,yes,negative,negative,negative,negative
jgit,9001,-5,-5,-51,-31,2,MERGED,yes,positive,positive,positive,positive
jgit,9007,0,0,0,0,2,MERGED,undefined,invariant,invariant,invariant,invariant
jgit,9008,1,1,-6329,-2719,3,MERGED,yes,negative,positive,negative,positive
jgit,9010,-4,-4,-44,-25,2,MERGED,undefined,positive,positive,positive,positive
jgit,9016,3,3,33,20,2,MERGED,yes,negative,negative,negative,negative
jgit,9017,-5,-5,-54,-29,3,MERGED,yes,positive,positive,positive,positive
jgit,9018,-5,-5,-51,-26,3,MERGED,yes,positive,positive,positive,positive
jgit,9111,-1,-1,-1,-1,1,MERGED,undefined,positive,positive,positive,positive
jgit,9133,3,3,47,27,2,MERGED,yes,negative,negative,negative,negative
jgit,9154,1,1,-6330,-2720,2,MERGED,undefined,negative,positive,negative,positive
jgit,9176,0,0,0,0,1,MERGED,undefined,invariant,invariant,invariant,invariant
jgit,9177,0,0,0,0,1,MERGED,undefined,invariant,invariant,invariant,invariant
jgit,9228,2,2,58,30,2,MERGED,yes,negative,negative,negative,negative
jgit,9252,3,3,10,6,2,MERGED,undefined,negative,negative,negative,negative
jgit,9255,0,0,1,1,1,MERGED,undefined,invariant,negative,invariant,negative
jgit,9256,6,6,228,84,3,MERGED,yes,negative,negative,negative,negative
jgit,9258,25,25,626,287,4,MERGED,yes,negative,negative,negative,negative
jgit,9260,7,7,85,17,4,MERGED,yes,negative,negative,negative,negative
jgit,9262,-335,-332,-2778,-1334,1,MERGED,undefined,positive,positive,positive,positive
jgit,9342,0,0,-6332,-2722,1,MERGED,undefined,invariant,positive,invariant,positive
jgit,9372,3,3,-6310,-2707,2,MERGED,yes,negative,positive,negative,positive
jgit,9378,-319,-316,-2760,-1316,25,MERGED,yes,positive,positive,positive,positive
jgit,9379,-426,-423,-2667,-1392,38,MERGED,yes,positive,positive,positive,positive
jgit,9383,-502,-499,-2998,-1583,48,MERGED,yes,positive,positive,positive,positive
jgit,9384,-532,-529,-3161,-1651,35,MERGED,yes,positive,positive,positive,positive
jgit,9385,-513,-510,-3000,-1586,2,MERGED,undefined,positive,positive,positive,positive
jgit,9387,-304,-301,-2770,-1332,1,MERGED,undefined,positive,positive,positive,positive
jgit,9388,0,0,-10,-4,1,MERGED,undefined,invariant,positive,invariant,positive
jgit,9402,-160,-157,-1121,-540,8,MERGED,yes,positive,positive,positive,positive
jgit,9407,-177,-177,-1588,-784,2,MERGED,yes,positive,positive,positive,positive
jgit,9408,-1,-1,-2,-2,3,MERGED,yes,positive,positive,positive,positive
jgit,9411,-2,-2,-3,-2,5,MERGED,yes,positive,positive,positive,positive
jgit,9412,-3,-3,-15,-12,2,MERGED,yes,positive,positive,positive,positive
jgit,9413,-10,-10,-89,-48,1,MERGED,undefined,positive,positive,positive,positive
jgit,9437,-9,-9,-95,-50,5,MERGED,yes,positive,positive,positive,positive
jgit,9477,1,1,7,4,2,MERGED,undefined,negative,negative,negative,negative
jgit,9530,-1,-1,-10,-8,9,MERGED,yes,positive,positive,positive,positive
jgit,9549,-47,-47,-574,-253,2,MERGED,undefined,positive,positive,positive,positive
jgit,9554,1,1,56,33,6,MERGED,yes,negative,negative,negative,negative
jgit,9556,-44,-44,-572,-252,1,MERGED,undefined,positive,positive,positive,positive
jgit,9578,-1,-1,-18,-14,1,MERGED,undefined,positive,positive,positive,positive
jgit,9593,1,1,71,-3,5,MERGED,undefined,negative,negative,negative,positive
jgit,9596,-4,-4,-100,-23,1,MERGED,undefined,positive,positive,positive,positive
jgit,9602,-1,-1,-16,12,2,MERGED,yes,positive,positive,positive,negative
jgit,9605,-31,-31,-429,-166,7,MERGED,yes,positive,positive,positive,positive
jgit,9607,-43,-43,-547,-244,8,MERGED,yes,positive,positive,positive,positive
jgit,9632,-35,-35,-498,-218,1,MERGED,undefined,positive,positive,positive,positive
jgit,9633,3,3,4,4,1,MERGED,undefined,negative,negative,negative,negative
jgit,9634,-3,-3,-12,-6,2,MERGED,undefined,positive,positive,positive,positive
jgit,9636,-1,-1,-39,-25,3,MERGED,yes,positive,positive,positive,positive
jgit,9642,-77,-77,-825,-396,30,MERGED,yes,positive,positive,positive,positive
jgit,9689,-362,-362,-2150,-1184,2,MERGED,undefined,positive,positive,positive,positive
jgit,9690,2,2,107,30,2,MERGED,yes,negative,negative,negative,negative
jgit,9732,-14,-14,-410,-156,10,MERGED,yes,positive,positive,positive,positive
jgit,9743,-216,-216,-1547,-817,2,MERGED,undefined,positive,positive,positive,positive
jgit,9746,8,8,224,49,2,MERGED,undefined,negative,negative,negative,negative
jgit,9752,-13,-13,-274,-79,1,MERGED,undefined,positive,positive,positive,positive
jgit,9776,0,0,7,12,1,MERGED,undefined,invariant,negative,invariant,negative
jgit,9851,-12,-12,-110,-70,2,MERGED,undefined,positive,positive,positive,positive
jgit,9852,-11,-11,-137,-79,2,MERGED,undefined,positive,positive,positive,positive
jgit,9853,-2,-2,-26,-21,1,MERGED,undefined,positive,positive,positive,positive
jgit,9855,0,0,42,17,1,MERGED,undefined,invariant,negative,invariant,negative
jgit,9877,4,4,-54,-18,4,MERGED,yes,negative,positive,negative,positive
jgit,9980,1,1,85,9,7,MERGED,yes,negative,negative,negative,negative
jgit,9988,-4,-4,-50,-28,1,MERGED,undefined,positive,positive,positive,positive
jgit,10003,-2,-2,-23,-12,4,MERGED,undefined,positive,positive,positive,positive
jgit,10018,-162,-162,-1423,-698,10,MERGED,yes,positive,positive,positive,positive
jgit,10041,-184,-184,-1659,-786,1,MERGED,undefined,positive,positive,positive,positive
jgit,10045,-1,-1,-33,-17,1,MERGED,undefined,positive,positive,positive,positive
jgit,10048,7,7,-15,-4,6,MERGED,yes,negative,positive,negative,positive
jgit,10104,-133,-133,-1007,-514,1,MERGED,undefined,positive,positive,positive,positive
jgit,10134,-115,-115,-943,-455,18,MERGED,yes,positive,positive,positive,positive
jgit,10228,1,1,-6294,-2713,1,MERGED,undefined,negative,positive,negative,positive
jgit,10250,-8,-8,-70,-24,2,MERGED,yes,positive,positive,positive,positive
jgit,10263,2,2,32,19,1,MERGED,undefined,negative,negative,negative,negative
jgit,10307,-159,-159,-1435,-688,8,MERGED,yes,positive,positive,positive,positive
jgit,10328,1,1,1,1,3,MERGED,yes,negative,negative,negative,negative
jgit,10330,-10,-10,-83,-31,1,MERGED,undefined,positive,positive,positive,positive
jgit,10348,-12,-12,-81,-49,1,MERGED,undefined,positive,positive,positive,positive
jgit,10358,-1,-1,-62,-17,1,MERGED,undefined,positive,positive,positive,positive
jgit,10359,-1,-1,-63,-18,1,MERGED,undefined,positive,positive,positive,positive
jgit,10381,-11,-11,-10,-16,6,MERGED,undefined,positive,positive,positive,positive
jgit,10448,-12,-12,-89,-43,4,MERGED,yes,positive,positive,positive,positive
jgit,10461,-118,-118,-958,-502,2,MERGED,yes,positive,positive,positive,positive
jgit,10495,-71,-71,-783,-360,4,MERGED,yes,positive,positive,positive,positive
jgit,10543,0,0,-9,-7,3,MERGED,yes,invariant,positive,invariant,positive
jgit,10548,-49,-49,-517,-225,5,MERGED,yes,positive,positive,positive,positive
jgit,10554,-13,-13,-64,-49,1,MERGED,undefined,positive,positive,positive,positive
jgit,10558,-3,-3,-77,-35,1,MERGED,undefined,positive,positive,positive,positive
jgit,10603,0,0,-6367,-2727,1,MERGED,undefined,invariant,positive,invariant,positive
jgit,10626,-339,-339,-2279,-1199,1,MERGED,undefined,positive,positive,positive,positive
jgit,10792,-7,-7,-140,-46,1,MERGED,undefined,positive,positive,positive,positive
jgit,10809,2,2,16,12,2,MERGED,yes,negative,negative,negative,negative
jgit,10810,-94,-94,-845,-418,3,MERGED,undefined,positive,positive,positive,positive
jgit,10813,0,0,-13,-5,5,MERGED,yes,invariant,positive,invariant,positive
jgit,10832,-123,-123,-903,-489,1,MERGED,undefined,positive,positive,positive,positive
jgit,10910,-53,-53,-589,-243,1,MERGED,undefined,positive,positive,positive,positive
jgit,10912,4,4,120,36,1,MERGED,undefined,negative,negative,negative,negative
jgit,10913,2,2,96,22,1,MERGED,undefined,negative,negative,negative,negative
jgit,10945,2,2,-6518,-2797,5,MERGED,undefined,negative,positive,negative,positive
jgit,10983,-7,-7,-74,-43,1,MERGED,undefined,positive,positive,positive,positive
jgit,10996,0,0,4,1,1,MERGED,undefined,invariant,negative,invariant,negative
jgit,10999,2,2,-5,-2,1,MERGED,undefined,negative,positive,negative,positive
jgit,11004,0,0,28,18,1,MERGED,undefined,invariant,negative,invariant,negative
jgit,11005,7,7,130,42,1,MERGED,undefined,negative,negative,negative,negative
jgit,11017,4,4,61,34,2,MERGED,yes,negative,negative,negative,negative
jgit,11021,-25,-25,-333,-151,1,MERGED,undefined,positive,positive,positive,positive
jgit,11022,-1,-1,-21,-12,2,MERGED,yes,positive,positive,positive,positive
jgit,11127,-88,-88,-788,-397,2,MERGED,undefined,positive,positive,positive,positive
jgit,11141,-1,-1,10,6,2,MERGED,yes,positive,negative,positive,negative
jgit,11159,-299,-299,-1947,-1030,1,MERGED,undefined,positive,positive,positive,positive
jgit,11178,0,0,7,3,2,MERGED,undefined,invariant,negative,invariant,negative
jgit,11179,-1,-1,-5,-3,2,MERGED,yes,positive,positive,positive,positive
jgit,11183,15,15,86,51,1,MERGED,undefined,negative,negative,negative,negative
jgit,11186,-14,-14,-83,-44,1,MERGED,undefined,positive,positive,positive,positive
jgit,11187,0,0,-20,-15,1,MERGED,undefined,invariant,positive,invariant,positive
jgit,11188,2,2,81,40,3,MERGED,yes,negative,negative,negative,negative
jgit,11202,-87,-87,-787,-396,3,MERGED,yes,positive,positive,positive,positive
jgit,11265,-48,-48,-562,-232,3,MERGED,yes,positive,positive,positive,positive
jgit,11273,-44,-44,-314,-145,2,MERGED,undefined,positive,positive,positive,positive
jgit,11295,-74,-74,-613,-306,4,MERGED,yes,positive,positive,positive,positive
jgit,11296,-6,-6,-80,-42,6,MERGED,yes,positive,positive,positive,positive
jgit,11321,-76,-76,-575,-307,4,MERGED,yes,positive,positive,positive,positive
jgit,11324,-65,-65,-474,-233,3,MERGED,yes,positive,positive,positive,positive
jgit,11325,-4,-4,-79,-41,3,MERGED,yes,positive,positive,positive,positive
jgit,11353,7,7,-38,-27,4,MERGED,yes,negative,positive,negative,positive
jgit,11354,-23,-23,-131,-19,3,MERGED,yes,positive,positive,positive,positive
jgit,11399,12,12,73,54,1,MERGED,undefined,negative,negative,negative,negative
jgit,11401,0,0,-6528,-2805,1,MERGED,undefined,invariant,positive,invariant,positive
jgit,11412,1,1,7,5,3,MERGED,undefined,negative,negative,negative,negative
jgit,11414,2,2,11,7,3,MERGED,yes,negative,negative,negative,negative
jgit,11482,-1,-1,15,5,1,MERGED,undefined,positive,negative,positive,negative
jgit,11498,1,1,-26,-7,1,MERGED,undefined,negative,positive,negative,positive
jgit,11553,-10,-10,-143,-55,1,MERGED,undefined,positive,positive,positive,positive
jgit,11556,-9,-9,-202,-87,10,MERGED,yes,positive,positive,positive,positive
jgit,11558,-89,-89,-846,-403,4,MERGED,yes,positive,positive,positive,positive
jgit,11564,-37,-37,-285,-160,3,MERGED,yes,positive,positive,positive,positive
jgit,11565,-39,-39,-321,-162,4,MERGED,undefined,positive,positive,positive,positive
jgit,11567,-3,-3,-23,-23,5,MERGED,yes,positive,positive,positive,positive
jgit,11569,-189,-189,-1444,-740,1,MERGED,undefined,positive,positive,positive,positive
jgit,11597,-4,-4,-46,-32,3,MERGED,yes,positive,positive,positive,positive
jgit,11639,-9,-9,-97,-75,2,MERGED,yes,positive,positive,positive,positive
jgit,11650,-16,-16,-168,-63,1,MERGED,undefined,positive,positive,positive,positive
jgit,11651,-3,-3,-33,-23,1,MERGED,undefined,positive,positive,positive,positive
jgit,11652,0,0,0,0,1,MERGED,undefined,invariant,invariant,invariant,invariant
jgit,11653,0,0,0,0,1,MERGED,undefined,invariant,invariant,invariant,invariant
jgit,11654,1,1,31,21,1,MERGED,undefined,negative,negative,negative,negative
jgit,11655,4,4,97,19,4,MERGED,yes,negative,negative,negative,negative
jgit,11661,-18,-18,-128,-93,3,MERGED,yes,positive,positive,positive,positive
jgit,11664,1,1,10,2,1,MERGED,undefined,negative,negative,negative,negative
jgit,11665,-8,-8,-137,-43,1,MERGED,undefined,positive,positive,positive,positive
jgit,11668,1,1,-4,-1,1,MERGED,undefined,negative,positive,negative,positive
jgit,11669,0,0,0,0,1,MERGED,undefined,invariant,invariant,invariant,invariant
jgit,11683,1,1,31,21,1,MERGED,undefined,negative,negative,negative,negative
jgit,11684,0,0,0,0,1,MERGED,undefined,invariant,invariant,invariant,invariant
jgit,11685,4,4,3,3,1,MERGED,undefined,negative,negative,negative,negative
jgit,11700,-37,-37,-317,-170,2,MERGED,yes,positive,positive,positive,positive
jgit,11707,-1,-1,-2,0,1,MERGED,undefined,positive,positive,positive,invariant
jgit,11708,2,2,2,2,3,MERGED,undefined,negative,negative,negative,negative
jgit,11731,-3,-3,-9,-8,2,MERGED,yes,positive,positive,positive,positive
jgit,11732,-59,-59,-567,-256,2,MERGED,undefined,positive,positive,positive,positive
jgit,11739,1,1,34,22,5,MERGED,undefined,negative,negative,negative,negative
jgit,11757,-11,-11,-67,-40,3,MERGED,yes,positive,positive,positive,positive
jgit,11779,-8,-8,-30,-11,2,MERGED,undefined,positive,positive,positive,positive
jgit,11780,-3,-3,-31,-24,2,MERGED,yes,positive,positive,positive,positive
jgit,11781,-3,-3,-29,-23,2,MERGED,yes,positive,positive,positive,positive
jgit,11782,-4,-4,-29,-21,3,MERGED,yes,positive,positive,positive,positive
jgit,11784,-3,-3,-45,-28,3,MERGED,yes,positive,positive,positive,positive
jgit,11785,0,0,0,0,1,MERGED,undefined,invariant,invariant,invariant,invariant
jgit,11800,-12,-12,-66,-35,1,MERGED,undefined,positive,positive,positive,positive
jgit,11801,1,1,11,5,1,MERGED,undefined,negative,negative,negative,negative
jgit,11802,0,0,0,0,1,MERGED,undefined,invariant,invariant,invariant,invariant
jgit,11803,-1,-1,14,-2,1,MERGED,undefined,positive,negative,positive,positive
jgit,11804,1,1,-14,2,2,MERGED,undefined,negative,positive,negative,negative
jgit,11806,-1,-1,-4,-3,4,MERGED,yes,positive,positive,positive,positive
jgit,11807,-1,-1,0,-2,4,MERGED,yes,positive,invariant,positive,positive
jgit,11838,0,0,-1,-1,4,MERGED,undefined,invariant,positive,invariant,positive
jgit,11850,-1,-1,-42,-3,4,MERGED,yes,positive,positive,positive,positive
jgit,11857,-72,-72,-603,-304,2,MERGED,undefined,positive,positive,positive,positive
jgit,11866,-5,-5,-37,2,3,MERGED,yes,positive,positive,positive,negative
jgit,11876,-1,-1,14,17,6,MERGED,undefined,positive,negative,positive,negative
jgit,11885,-3,-3,-34,-25,1,MERGED,undefined,positive,positive,positive,positive
jgit,11887,-2,-2,1,-2,2,MERGED,undefined,positive,negative,positive,positive
jgit,11891,4,4,34,21,2,MERGED,yes,negative,negative,negative,negative
jgit,11910,-6,-6,-38,-24,1,MERGED,undefined,positive,positive,positive,positive
jgit,11925,11,11,222,78,2,MERGED,yes,negative,negative,negative,negative
jgit,11953,-28,-28,-286,-117,2,MERGED,yes,positive,positive,positive,positive
jgit,11954,7,7,83,45,4,MERGED,yes,negative,negative,negative,negative
jgit,11962,-50,-50,-466,-236,1,MERGED,undefined,positive,positive,positive,positive
jgit,12006,-9,-9,-76,-53,2,MERGED,yes,positive,positive,positive,positive
jgit,12036,-24,-24,-287,-120,2,MERGED,undefined,positive,positive,positive,positive
jgit,12040,-26,-26,-317,-139,1,MERGED,undefined,positive,positive,positive,positive
jgit,12072,-34,-34,-375,-187,1,MERGED,undefined,positive,positive,positive,positive
jgit,12076,0,0,-1,-1,1,MERGED,undefined,invariant,positive,invariant,positive
jgit,12097,0,0,-4,-2,1,MERGED,undefined,invariant,positive,invariant,positive
jgit,12101,-1,-1,0,-2,1,MERGED,undefined,positive,invariant,positive,positive
jgit,12223,1,1,-2,0,2,MERGED,undefined,negative,positive,negative,invariant
jgit,12225,0,0,-1,-1,2,MERGED,yes,invariant,positive,invariant,positive
jgit,12243,-23,-23,-167,-96,1,MERGED,undefined,positive,positive,positive,positive
jgit,12252,-4,-4,-20,-8,5,MERGED,yes,positive,positive,positive,positive
jgit,12262,3,3,-1,-1,10,MERGED,yes,negative,positive,negative,positive
jgit,12268,-99,-99,-546,-318,1,MERGED,undefined,positive,positive,positive,positive
jgit,12269,0,0,8,6,2,MERGED,yes,invariant,negative,invariant,negative
jgit,12272,-27,-27,-197,-118,1,MERGED,undefined,positive,positive,positive,positive
jgit,12273,1,1,51,28,1,MERGED,undefined,negative,negative,negative,negative
jgit,12275,0,0,-6550,-2833,2,MERGED,yes,invariant,positive,invariant,positive
jgit,12279,-23,-23,-159,-90,2,MERGED,yes,positive,positive,positive,positive
jgit,12280,-3,-3,-8,-6,2,MERGED,yes,positive,positive,positive,positive
jgit,12408,1,1,24,7,3,MERGED,yes,negative,negative,negative,negative
jgit,12409,-74,-74,-353,-210,1,MERGED,undefined,positive,positive,positive,positive
jgit,12414,2,2,6,6,1,MERGED,undefined,negative,negative,negative,negative
